Model-Split,Ablation,Type,Time,Count
SAGE-Temporal,base+structural+typology,FN,37,7
SAGE-Temporal,base+structural+typology,FN,38,4
SAGE-Temporal,base+structural+typology,FN,39,12
SAGE-Temporal,base+structural+typology,FN,41,148
SAGE-Temporal,base+structural+typology,FN,42,19
SAGE-Temporal,base+structural+typology,FN,43,4
SAGE-Temporal,base+structural+typology,FN,44,7
SAGE-Temporal,base+structural+typology,FN,46,7
SAGE-Temporal,base+structural+typology,FN,47,1
SAGE-Temporal,base+structural+typology,FN,48,118
SAGE-Temporal,base+structural+typology,FP,1,50
SAGE-Temporal,base+structural+typology,FP,4,47
SAGE-Temporal,base+structural+typology,FP,5,8
SAGE-Temporal,base+structural+typology,FP,6,303
SAGE-Temporal,base+structural+typology,FP,8,10
SAGE-Temporal,base+structural+typology,FP,9,15
SAGE-Temporal,base+structural+typology,FP,10,18
SAGE-Temporal,base+structural+typology,FP,11,48
SAGE-Temporal,base+structural+typology,FP,13,10
SAGE-Temporal,base+structural+typology,FP,14,237
SAGE-Temporal,base+structural+typology,FP,17,5
SAGE-Temporal,base+structural+typology,FP,24,5
SAGE-Temporal,base+structural+typology,FP,29,5
SAGE-Temporal,base+structural+typology,FP,32,5
SAGE-Temporal,base+structural+typology,FP,34,8
SAGE-Temporal,base+structural+typology,FP,36,24
SAGE-Temporal,base+structural+typology,FP,37,5
SAGE-Temporal,base+structural+typology,FP,38,5
SAGE-Temporal,base+structural+typology,FP,39,7
SAGE-Temporal,base+structural+typology,FP,40,24
SAGE-Temporal,base+structural+typology,FP,41,643
SAGE-Temporal,base+structural+typology,FP,42,15
SAGE-Temporal,base+structural+typology,FP,43,15
SAGE-Temporal,base+structural+typology,FP,45,5
SAGE-Temporal,base+structural+typology,FP,46,21
SAGE-Temporal,base+structural+typology,FP,47,2
SAGE-Temporal,base+structural+typology,FP,48,409
SAGE-Temporal,base+typology,FN,1,16
SAGE-Temporal,base+typology,FN,4,30
SAGE-Temporal,base+typology,FN,5,7
SAGE-Temporal,base+typology,FN,6,77
SAGE-Temporal,base+typology,FN,8,7
SAGE-Temporal,base+typology,FN,10,5
SAGE-Temporal,base+typology,FN,11,12
SAGE-Temporal,base+typology,FN,12,3
SAGE-Temporal,base+typology,FN,13,4
SAGE-Temporal,base+typology,FN,14,29
SAGE-Temporal,base+typology,FN,15,1
SAGE-Temporal,base+typology,FN,20,5
SAGE-Temporal,base+typology,FN,22,6
SAGE-Temporal,base+typology,FN,23,1
SAGE-Temporal,base+typology,FN,24,5
SAGE-Temporal,base+typology,FN,27,5
SAGE-Temporal,base+typology,FN,29,4
SAGE-Temporal,base+typology,FN,32,6
SAGE-Temporal,base+typology,FN,35,10
SAGE-Temporal,base+typology,FN,36,4
SAGE-Temporal,base+typology,FN,37,5
SAGE-Temporal,base+typology,FN,38,6
SAGE-Temporal,base+typology,FN,39,13
SAGE-Temporal,base+typology,FN,41,152
SAGE-Temporal,base+typology,FN,42,20
SAGE-Temporal,base+typology,FN,43,7
SAGE-Temporal,base+typology,FN,44,6
SAGE-Temporal,base+typology,FN,46,10
SAGE-Temporal,base+typology,FN,47,1
SAGE-Temporal,base+typology,FN,48,117
SAGE-Temporal,base+typology,FP,1,50
SAGE-Temporal,base+typology,FP,4,47
SAGE-Temporal,base+typology,FP,5,8
SAGE-Temporal,base+typology,FP,6,306
SAGE-Temporal,base+typology,FP,8,10
SAGE-Temporal,base+typology,FP,9,15
SAGE-Temporal,base+typology,FP,10,16
SAGE-Temporal,base+typology,FP,11,49
SAGE-Temporal,base+typology,FP,13,10
SAGE-Temporal,base+typology,FP,14,240
SAGE-Temporal,base+typology,FP,17,5
SAGE-Temporal,base+typology,FP,24,5
SAGE-Temporal,base+typology,FP,29,5
SAGE-Temporal,base+typology,FP,32,5
SAGE-Temporal,base+typology,FP,34,5
SAGE-Temporal,base+typology,FP,36,25
SAGE-Temporal,base+typology,FP,37,5
SAGE-Temporal,base+typology,FP,38,5
SAGE-Temporal,base+typology,FP,39,6
SAGE-Temporal,base+typology,FP,40,24
SAGE-Temporal,base+typology,FP,41,657
SAGE-Temporal,base+typology,FP,42,15
SAGE-Temporal,base+typology,FP,43,15
SAGE-Temporal,base+typology,FP,45,5
SAGE-Temporal,base+typology,FP,46,22
SAGE-Temporal,base+typology,FP,47,4
SAGE-Temporal,base+typology,FP,48,411
SAGE-Temporal,no_features,FN,1,24
SAGE-Temporal,no_features,FN,4,37
SAGE-Temporal,no_features,FN,5,3
SAGE-Temporal,no_features,FN,6,70
SAGE-Temporal,no_features,FN,8,14
SAGE-Temporal,no_features,FN,10,3
SAGE-Temporal,no_features,FN,11,13
SAGE-Temporal,no_features,FN,12,2
SAGE-Temporal,no_features,FN,13,5
SAGE-Temporal,no_features,FN,14,38
SAGE-Temporal,no_features,FN,15,1
SAGE-Temporal,no_features,FN,20,6
SAGE-Temporal,no_features,FN,22,5
SAGE-Temporal,no_features,FN,24,5
SAGE-Temporal,no_features,FN,27,5
SAGE-Temporal,no_features,FN,29,5
SAGE-Temporal,no_features,FN,32,6
SAGE-Temporal,no_features,FN,35,8
SAGE-Temporal,no_features,FN,36,8
SAGE-Temporal,no_features,FN,37,6
SAGE-Temporal,no_features,FN,38,5
SAGE-Temporal,no_features,FN,39,15
SAGE-Temporal,no_features,FN,40,1
SAGE-Temporal,no_features,FN,41,161
SAGE-Temporal,no_features,FN,42,21
SAGE-Temporal,no_features,FN,43,6
SAGE-Temporal,no_features,FN,44,9
SAGE-Temporal,no_features,FN,46,9
SAGE-Temporal,no_features,FN,47,1
SAGE-Temporal,no_features,FN,48,132
SAGE-Temporal,no_features,FP,1,50
SAGE-Temporal,no_features,FP,4,42
SAGE-Temporal,no_features,FP,5,6
SAGE-Temporal,no_features,FP,6,304
SAGE-Temporal,no_features,FP,8,10
SAGE-Temporal,no_features,FP,9,15
SAGE-Temporal,no_features,FP,10,15
SAGE-Temporal,no_features,FP,11,45
SAGE-Temporal,no_features,FP,13,10
SAGE-Temporal,no_features,FP,14,224
SAGE-Temporal,no_features,FP,17,5
SAGE-Temporal,no_features,FP,24,5
SAGE-Temporal,no_features,FP,29,5
SAGE-Temporal,no_features,FP,32,5
SAGE-Temporal,no_features,FP,34,5
SAGE-Temporal,no_features,FP,36,24
SAGE-Temporal,no_features,FP,37,5
SAGE-Temporal,no_features,FP,38,5
SAGE-Temporal,no_features,FP,39,5
SAGE-Temporal,no_features,FP,40,20
SAGE-Temporal,no_features,FP,41,638
SAGE-Temporal,no_features,FP,42,15
SAGE-Temporal,no_features,FP,43,15
SAGE-Temporal,no_features,FP,45,5
SAGE-Temporal,no_features,FP,46,22
SAGE-Temporal,no_features,FP,48,404
