Model-Split,Ablation,Type,Time,Count
GCN-Randomsplit,base+basic_temporal,FN,43,2
GCN-Randomsplit,base+basic_temporal,FN,44,2
GCN-Randomsplit,base+basic_temporal,FN,45,2
GCN-Randomsplit,base+basic_temporal,FN,46,18
GCN-Randomsplit,base+basic_temporal,FN,48,132
GCN-Randomsplit,base+basic_temporal,FN,49,1
GCN-Randomsplit,base+basic_temporal,FP,1,139
GCN-Randomsplit,base+basic_temporal,FP,2,3
GCN-Randomsplit,base+basic_temporal,FP,3,8
GCN-Randomsplit,base+basic_temporal,FP,4,184
GCN-Randomsplit,base+basic_temporal,FP,5,12
GCN-Randomsplit,base+basic_temporal,FP,6,169
GCN-Randomsplit,base+basic_temporal,FP,7,5
GCN-Randomsplit,base+basic_temporal,FP,8,24
GCN-Randomsplit,base+basic_temporal,FP,9,13
GCN-Randomsplit,base+basic_temporal,FP,10,25
GCN-Randomsplit,base+basic_temporal,FP,11,62
GCN-Randomsplit,base+basic_temporal,FP,12,1
GCN-Randomsplit,base+basic_temporal,FP,13,8
GCN-Randomsplit,base+basic_temporal,FP,14,95
GCN-Randomsplit,base+basic_temporal,FP,15,2
GCN-Randomsplit,base+basic_temporal,FP,16,1
GCN-Randomsplit,base+basic_temporal,FP,17,3
GCN-Randomsplit,base+basic_temporal,FP,18,2
GCN-Randomsplit,base+basic_temporal,FP,19,1
GCN-Randomsplit,base+basic_temporal,FP,20,16
GCN-Randomsplit,base+basic_temporal,FP,21,4
GCN-Randomsplit,base+basic_temporal,FP,22,3
GCN-Randomsplit,base+basic_temporal,FP,23,2
GCN-Randomsplit,base+basic_temporal,FP,24,7
GCN-Randomsplit,base+basic_temporal,FP,25,4
GCN-Randomsplit,base+basic_temporal,FP,26,7
GCN-Randomsplit,base+basic_temporal,FP,27,3
GCN-Randomsplit,base+basic_temporal,FP,28,1
GCN-Randomsplit,base+basic_temporal,FP,29,18
GCN-Randomsplit,base+basic_temporal,FP,30,1
GCN-Randomsplit,base+basic_temporal,FP,31,5
GCN-Randomsplit,base+basic_temporal,FP,32,2
GCN-Randomsplit,base+basic_temporal,FP,33,5
GCN-Randomsplit,base+basic_temporal,FP,34,9
GCN-Randomsplit,base+basic_temporal,FP,35,12
GCN-Randomsplit,base+basic_temporal,FP,36,43
GCN-Randomsplit,base+basic_temporal,FP,37,13
GCN-Randomsplit,base+basic_temporal,FP,38,24
GCN-Randomsplit,base+basic_temporal,FP,39,22
GCN-Randomsplit,base+basic_temporal,FP,40,41
GCN-Randomsplit,base+basic_temporal,FP,41,774
GCN-Randomsplit,base+basic_temporal,FP,42,30
GCN-Randomsplit,base+basic_temporal,FP,43,22
GCN-Randomsplit,base+basic_temporal,FP,44,7
GCN-Randomsplit,base+basic_temporal,FP,45,6
GCN-Randomsplit,base+basic_temporal,FP,46,50
GCN-Randomsplit,base+basic_temporal,FP,47,13
GCN-Randomsplit,base+basic_temporal,FP,48,355
GCN-Randomsplit,base+basic_temporal,FP,49,1
GCN-Randomsplit,base+basic_temporal+typology,FN,1,46
GCN-Randomsplit,base+basic_temporal+typology,FN,3,3
GCN-Randomsplit,base+basic_temporal+typology,FN,4,81
GCN-Randomsplit,base+basic_temporal+typology,FN,5,4
GCN-Randomsplit,base+basic_temporal+typology,FN,6,75
GCN-Randomsplit,base+basic_temporal+typology,FN,8,10
GCN-Randomsplit,base+basic_temporal+typology,FN,9,7
GCN-Randomsplit,base+basic_temporal+typology,FN,10,10
GCN-Randomsplit,base+basic_temporal+typology,FN,11,25
GCN-Randomsplit,base+basic_temporal+typology,FN,13,2
GCN-Randomsplit,base+basic_temporal+typology,FN,14,39
GCN-Randomsplit,base+basic_temporal+typology,FN,15,1
GCN-Randomsplit,base+basic_temporal+typology,FN,16,1
GCN-Randomsplit,base+basic_temporal+typology,FN,17,1
GCN-Randomsplit,base+basic_temporal+typology,FN,19,3
GCN-Randomsplit,base+basic_temporal+typology,FN,20,2
GCN-Randomsplit,base+basic_temporal+typology,FN,21,4
GCN-Randomsplit,base+basic_temporal+typology,FN,22,2
GCN-Randomsplit,base+basic_temporal+typology,FN,25,3
GCN-Randomsplit,base+basic_temporal+typology,FN,29,6
GCN-Randomsplit,base+basic_temporal+typology,FN,31,4
GCN-Randomsplit,base+basic_temporal+typology,FN,32,2
GCN-Randomsplit,base+basic_temporal+typology,FN,33,2
GCN-Randomsplit,base+basic_temporal+typology,FN,34,3
GCN-Randomsplit,base+basic_temporal+typology,FN,35,4
GCN-Randomsplit,base+basic_temporal+typology,FN,36,16
GCN-Randomsplit,base+basic_temporal+typology,FN,37,3
GCN-Randomsplit,base+basic_temporal+typology,FN,38,10
GCN-Randomsplit,base+basic_temporal+typology,FN,39,8
GCN-Randomsplit,base+basic_temporal+typology,FN,40,10
GCN-Randomsplit,base+basic_temporal+typology,FN,41,265
GCN-Randomsplit,base+basic_temporal+typology,FN,42,15
GCN-Randomsplit,base+basic_temporal+typology,FN,43,3
GCN-Randomsplit,base+basic_temporal+typology,FN,44,2
GCN-Randomsplit,base+basic_temporal+typology,FN,45,3
GCN-Randomsplit,base+basic_temporal+typology,FN,46,17
GCN-Randomsplit,base+basic_temporal+typology,FN,47,1
GCN-Randomsplit,base+basic_temporal+typology,FN,48,134
GCN-Randomsplit,base+basic_temporal+typology,FP,1,139
GCN-Randomsplit,base+basic_temporal+typology,FP,2,4
GCN-Randomsplit,base+basic_temporal+typology,FP,3,7
GCN-Randomsplit,base+basic_temporal+typology,FP,4,173
GCN-Randomsplit,base+basic_temporal+typology,FP,5,12
GCN-Randomsplit,base+basic_temporal+typology,FP,6,169
GCN-Randomsplit,base+basic_temporal+typology,FP,7,4
GCN-Randomsplit,base+basic_temporal+typology,FP,8,28
GCN-Randomsplit,base+basic_temporal+typology,FP,9,10
GCN-Randomsplit,base+basic_temporal+typology,FP,10,22
GCN-Randomsplit,base+basic_temporal+typology,FP,11,54
GCN-Randomsplit,base+basic_temporal+typology,FP,12,1
GCN-Randomsplit,base+basic_temporal+typology,FP,13,8
GCN-Randomsplit,base+basic_temporal+typology,FP,14,99
GCN-Randomsplit,base+basic_temporal+typology,FP,15,2
GCN-Randomsplit,base+basic_temporal+typology,FP,16,1
GCN-Randomsplit,base+basic_temporal+typology,FP,17,3
GCN-Randomsplit,base+basic_temporal+typology,FP,18,1
GCN-Randomsplit,base+basic_temporal+typology,FP,19,2
GCN-Randomsplit,base+basic_temporal+typology,FP,20,16
GCN-Randomsplit,base+basic_temporal+typology,FP,21,4
GCN-Randomsplit,base+basic_temporal+typology,FP,22,5
GCN-Randomsplit,base+basic_temporal+typology,FP,23,2
GCN-Randomsplit,base+basic_temporal+typology,FP,24,7
GCN-Randomsplit,base+basic_temporal+typology,FP,25,4
GCN-Randomsplit,base+basic_temporal+typology,FP,26,7
GCN-Randomsplit,base+basic_temporal+typology,FP,27,3
GCN-Randomsplit,base+basic_temporal+typology,FP,28,1
GCN-Randomsplit,base+basic_temporal+typology,FP,29,17
GCN-Randomsplit,base+basic_temporal+typology,FP,30,1
GCN-Randomsplit,base+basic_temporal+typology,FP,31,4
GCN-Randomsplit,base+basic_temporal+typology,FP,32,2
GCN-Randomsplit,base+basic_temporal+typology,FP,33,5
GCN-Randomsplit,base+basic_temporal+typology,FP,34,10
GCN-Randomsplit,base+basic_temporal+typology,FP,35,10
GCN-Randomsplit,base+basic_temporal+typology,FP,36,43
GCN-Randomsplit,base+basic_temporal+typology,FP,37,12
GCN-Randomsplit,base+basic_temporal+typology,FP,38,26
GCN-Randomsplit,base+basic_temporal+typology,FP,39,18
GCN-Randomsplit,base+basic_temporal+typology,FP,40,37
GCN-Randomsplit,base+basic_temporal+typology,FP,41,768
GCN-Randomsplit,base+basic_temporal+typology,FP,42,30
GCN-Randomsplit,base+basic_temporal+typology,FP,43,20
GCN-Randomsplit,base+basic_temporal+typology,FP,44,6
GCN-Randomsplit,base+basic_temporal+typology,FP,45,8
GCN-Randomsplit,base+basic_temporal+typology,FP,46,48
GCN-Randomsplit,base+basic_temporal+typology,FP,47,13
GCN-Randomsplit,base+basic_temporal+typology,FP,48,360
GCN-Randomsplit,base+basic_temporal+typology,FP,49,2
GCN-Randomsplit,base+structural,FN,1,55
GCN-Randomsplit,base+structural,FN,3,1
GCN-Randomsplit,base+structural,FN,4,85
GCN-Randomsplit,base+structural,FN,5,3
GCN-Randomsplit,base+structural,FN,6,79
GCN-Randomsplit,base+structural,FN,8,12
GCN-Randomsplit,base+structural,FN,9,7
GCN-Randomsplit,base+structural,FN,10,8
GCN-Randomsplit,base+structural,FN,11,25
GCN-Randomsplit,base+structural,FN,13,3
GCN-Randomsplit,base+structural,FN,14,32
GCN-Randomsplit,base+structural,FN,16,1
GCN-Randomsplit,base+structural,FN,17,1
GCN-Randomsplit,base+structural,FN,19,3
GCN-Randomsplit,base+structural,FN,20,3
GCN-Randomsplit,base+structural,FN,21,4
GCN-Randomsplit,base+structural,FN,22,1
GCN-Randomsplit,base+structural,FN,25,2
GCN-Randomsplit,base+structural,FN,26,1
GCN-Randomsplit,base+structural,FN,28,1
GCN-Randomsplit,base+structural,FN,29,4
GCN-Randomsplit,base+structural,FN,31,4
GCN-Randomsplit,base+structural,FN,32,2
GCN-Randomsplit,base+structural,FN,33,2
GCN-Randomsplit,base+structural,FN,34,4
GCN-Randomsplit,base+structural,FN,35,5
GCN-Randomsplit,base+structural,FN,36,15
GCN-Randomsplit,base+structural,FN,37,1
GCN-Randomsplit,base+structural,FN,38,9
GCN-Randomsplit,base+structural,FN,39,7
GCN-Randomsplit,base+structural,FN,40,15
GCN-Randomsplit,base+structural,FN,41,265
GCN-Randomsplit,base+structural,FN,42,15
GCN-Randomsplit,base+structural,FN,43,5
GCN-Randomsplit,base+structural,FN,44,2
GCN-Randomsplit,base+structural,FN,45,3
GCN-Randomsplit,base+structural,FN,46,16
GCN-Randomsplit,base+structural,FN,47,2
GCN-Randomsplit,base+structural,FN,48,127
GCN-Randomsplit,base+structural,FP,1,145
GCN-Randomsplit,base+structural,FP,2,6
GCN-Randomsplit,base+structural,FP,3,8
GCN-Randomsplit,base+structural,FP,4,188
GCN-Randomsplit,base+structural,FP,5,13
GCN-Randomsplit,base+structural,FP,6,184
GCN-Randomsplit,base+structural,FP,7,5
GCN-Randomsplit,base+structural,FP,8,29
GCN-Randomsplit,base+structural,FP,9,15
GCN-Randomsplit,base+structural,FP,10,22
GCN-Randomsplit,base+structural,FP,11,66
GCN-Randomsplit,base+structural,FP,12,2
GCN-Randomsplit,base+structural,FP,13,8
GCN-Randomsplit,base+structural,FP,14,105
GCN-Randomsplit,base+structural,FP,15,1
GCN-Randomsplit,base+structural,FP,16,1
GCN-Randomsplit,base+structural,FP,17,2
GCN-Randomsplit,base+structural,FP,18,1
GCN-Randomsplit,base+structural,FP,19,1
GCN-Randomsplit,base+structural,FP,20,16
GCN-Randomsplit,base+structural,FP,21,5
GCN-Randomsplit,base+structural,FP,22,4
GCN-Randomsplit,base+structural,FP,23,2
GCN-Randomsplit,base+structural,FP,24,8
GCN-Randomsplit,base+structural,FP,25,4
GCN-Randomsplit,base+structural,FP,26,7
GCN-Randomsplit,base+structural,FP,27,4
GCN-Randomsplit,base+structural,FP,28,1
GCN-Randomsplit,base+structural,FP,29,17
GCN-Randomsplit,base+structural,FP,30,1
GCN-Randomsplit,base+structural,FP,31,5
GCN-Randomsplit,base+structural,FP,32,2
GCN-Randomsplit,base+structural,FP,33,8
GCN-Randomsplit,base+structural,FP,34,11
GCN-Randomsplit,base+structural,FP,35,10
GCN-Randomsplit,base+structural,FP,36,47
GCN-Randomsplit,base+structural,FP,37,13
GCN-Randomsplit,base+structural,FP,38,29
GCN-Randomsplit,base+structural,FP,39,22
GCN-Randomsplit,base+structural,FP,40,42
GCN-Randomsplit,base+structural,FP,41,845
GCN-Randomsplit,base+structural,FP,42,34
GCN-Randomsplit,base+structural,FP,43,22
GCN-Randomsplit,base+structural,FP,44,6
GCN-Randomsplit,base+structural,FP,45,10
GCN-Randomsplit,base+structural,FP,46,55
GCN-Randomsplit,base+structural,FP,47,16
GCN-Randomsplit,base+structural,FP,48,382
GCN-Randomsplit,base+structural,FP,49,1
GCN-Randomsplit,base+structural+typology,FN,1,56
GCN-Randomsplit,base+structural+typology,FN,3,5
GCN-Randomsplit,base+structural+typology,FN,4,84
GCN-Randomsplit,base+structural+typology,FN,5,3
GCN-Randomsplit,base+structural+typology,FN,6,77
GCN-Randomsplit,base+structural+typology,FN,8,11
GCN-Randomsplit,base+structural+typology,FN,9,9
GCN-Randomsplit,base+structural+typology,FN,10,10
GCN-Randomsplit,base+structural+typology,FN,11,28
GCN-Randomsplit,base+structural+typology,FN,13,3
GCN-Randomsplit,base+structural+typology,FN,14,35
GCN-Randomsplit,base+structural+typology,FN,16,1
GCN-Randomsplit,base+structural+typology,FN,19,3
GCN-Randomsplit,base+structural+typology,FN,20,2
GCN-Randomsplit,base+structural+typology,FN,21,3
GCN-Randomsplit,base+structural+typology,FN,22,2
GCN-Randomsplit,base+structural+typology,FN,23,1
GCN-Randomsplit,base+structural+typology,FN,25,3
GCN-Randomsplit,base+structural+typology,FN,26,1
GCN-Randomsplit,base+structural+typology,FN,29,6
GCN-Randomsplit,base+structural+typology,FN,31,5
GCN-Randomsplit,base+structural+typology,FN,32,2
GCN-Randomsplit,base+structural+typology,FN,33,2
GCN-Randomsplit,base+structural+typology,FN,34,3
GCN-Randomsplit,base+structural+typology,FN,35,4
GCN-Randomsplit,base+structural+typology,FN,36,16
GCN-Randomsplit,base+structural+typology,FN,37,2
GCN-Randomsplit,base+structural+typology,FN,38,11
GCN-Randomsplit,base+structural+typology,FN,39,6
GCN-Randomsplit,base+structural+typology,FN,40,15
GCN-Randomsplit,base+structural+typology,FN,41,268
GCN-Randomsplit,base+structural+typology,FN,42,13
GCN-Randomsplit,base+structural+typology,FN,43,2
GCN-Randomsplit,base+structural+typology,FN,44,2
GCN-Randomsplit,base+structural+typology,FN,45,2
GCN-Randomsplit,base+structural+typology,FN,46,17
GCN-Randomsplit,base+structural+typology,FN,47,3
GCN-Randomsplit,base+structural+typology,FN,48,127
GCN-Randomsplit,base+structural+typology,FP,1,151
GCN-Randomsplit,base+structural+typology,FP,2,6
GCN-Randomsplit,base+structural+typology,FP,3,8
GCN-Randomsplit,base+structural+typology,FP,4,191
GCN-Randomsplit,base+structural+typology,FP,5,11
GCN-Randomsplit,base+structural+typology,FP,6,183
GCN-Randomsplit,base+structural+typology,FP,7,5
GCN-Randomsplit,base+structural+typology,FP,8,33
GCN-Randomsplit,base+structural+typology,FP,9,14
GCN-Randomsplit,base+structural+typology,FP,10,26
GCN-Randomsplit,base+structural+typology,FP,11,65
GCN-Randomsplit,base+structural+typology,FP,12,2
GCN-Randomsplit,base+structural+typology,FP,13,8
GCN-Randomsplit,base+structural+typology,FP,14,103
GCN-Randomsplit,base+structural+typology,FP,15,2
GCN-Randomsplit,base+structural+typology,FP,16,1
GCN-Randomsplit,base+structural+typology,FP,17,2
GCN-Randomsplit,base+structural+typology,FP,18,2
GCN-Randomsplit,base+structural+typology,FP,19,1
GCN-Randomsplit,base+structural+typology,FP,20,16
GCN-Randomsplit,base+structural+typology,FP,21,5
GCN-Randomsplit,base+structural+typology,FP,22,4
GCN-Randomsplit,base+structural+typology,FP,23,4
GCN-Randomsplit,base+structural+typology,FP,24,8
GCN-Randomsplit,base+structural+typology,FP,25,5
GCN-Randomsplit,base+structural+typology,FP,26,6
GCN-Randomsplit,base+structural+typology,FP,27,2
GCN-Randomsplit,base+structural+typology,FP,28,2
GCN-Randomsplit,base+structural+typology,FP,29,18
GCN-Randomsplit,base+structural+typology,FP,30,1
GCN-Randomsplit,base+structural+typology,FP,31,5
GCN-Randomsplit,base+structural+typology,FP,32,2
GCN-Randomsplit,base+structural+typology,FP,33,7
GCN-Randomsplit,base+structural+typology,FP,34,12
GCN-Randomsplit,base+structural+typology,FP,35,12
GCN-Randomsplit,base+structural+typology,FP,36,47
GCN-Randomsplit,base+structural+typology,FP,37,12
GCN-Randomsplit,base+structural+typology,FP,38,29
GCN-Randomsplit,base+structural+typology,FP,39,22
GCN-Randomsplit,base+structural+typology,FP,40,42
GCN-Randomsplit,base+structural+typology,FP,41,850
GCN-Randomsplit,base+structural+typology,FP,42,31
GCN-Randomsplit,base+structural+typology,FP,43,23
GCN-Randomsplit,base+structural+typology,FP,44,6
GCN-Randomsplit,base+structural+typology,FP,45,10
GCN-Randomsplit,base+structural+typology,FP,46,52
GCN-Randomsplit,base+structural+typology,FP,47,17
GCN-Randomsplit,base+structural+typology,FP,48,399
GCN-Randomsplit,base+structural+typology,FP,49,1
GCN-Randomsplit,base+typology,FN,1,52
GCN-Randomsplit,base+typology,FN,3,4
GCN-Randomsplit,base+typology,FN,4,76
GCN-Randomsplit,base+typology,FN,5,3
GCN-Randomsplit,base+typology,FN,6,76
GCN-Randomsplit,base+typology,FN,8,9
GCN-Randomsplit,base+typology,FN,9,7
GCN-Randomsplit,base+typology,FN,10,9
GCN-Randomsplit,base+typology,FN,11,22
GCN-Randomsplit,base+typology,FN,13,3
GCN-Randomsplit,base+typology,FN,14,29
GCN-Randomsplit,base+typology,FN,16,1
GCN-Randomsplit,base+typology,FN,17,1
GCN-Randomsplit,base+typology,FN,19,3
GCN-Randomsplit,base+typology,FN,20,2
GCN-Randomsplit,base+typology,FN,21,4
GCN-Randomsplit,base+typology,FN,22,1
GCN-Randomsplit,base+typology,FN,25,2
GCN-Randomsplit,base+typology,FN,26,1
GCN-Randomsplit,base+typology,FN,29,4
GCN-Randomsplit,base+typology,FN,31,4
GCN-Randomsplit,base+typology,FN,32,2
GCN-Randomsplit,base+typology,FN,33,3
GCN-Randomsplit,base+typology,FN,34,3
GCN-Randomsplit,base+typology,FN,35,6
GCN-Randomsplit,base+typology,FN,36,15
GCN-Randomsplit,base+typology,FN,37,2
GCN-Randomsplit,base+typology,FN,38,9
GCN-Randomsplit,base+typology,FN,39,7
GCN-Randomsplit,base+typology,FN,40,13
GCN-Randomsplit,base+typology,FN,41,270
GCN-Randomsplit,base+typology,FN,42,16
GCN-Randomsplit,base+typology,FN,43,4
GCN-Randomsplit,base+typology,FN,44,2
GCN-Randomsplit,base+typology,FN,45,2
GCN-Randomsplit,base+typology,FN,46,15
GCN-Randomsplit,base+typology,FN,47,4
GCN-Randomsplit,base+typology,FN,48,125
GCN-Randomsplit,base+typology,FP,1,141
GCN-Randomsplit,base+typology,FP,2,6
GCN-Randomsplit,base+typology,FP,3,7
GCN-Randomsplit,base+typology,FP,4,181
GCN-Randomsplit,base+typology,FP,5,12
GCN-Randomsplit,base+typology,FP,6,182
GCN-Randomsplit,base+typology,FP,7,5
GCN-Randomsplit,base+typology,FP,8,29
GCN-Randomsplit,base+typology,FP,9,14
GCN-Randomsplit,base+typology,FP,10,27
GCN-Randomsplit,base+typology,FP,11,65
GCN-Randomsplit,base+typology,FP,12,2
GCN-Randomsplit,base+typology,FP,13,8
GCN-Randomsplit,base+typology,FP,14,99
GCN-Randomsplit,base+typology,FP,15,2
GCN-Randomsplit,base+typology,FP,16,1
GCN-Randomsplit,base+typology,FP,17,2
GCN-Randomsplit,base+typology,FP,18,2
GCN-Randomsplit,base+typology,FP,19,2
GCN-Randomsplit,base+typology,FP,20,17
GCN-Randomsplit,base+typology,FP,21,5
GCN-Randomsplit,base+typology,FP,22,5
GCN-Randomsplit,base+typology,FP,23,3
GCN-Randomsplit,base+typology,FP,24,8
GCN-Randomsplit,base+typology,FP,25,4
GCN-Randomsplit,base+typology,FP,26,8
GCN-Randomsplit,base+typology,FP,27,4
GCN-Randomsplit,base+typology,FP,29,20
GCN-Randomsplit,base+typology,FP,30,1
GCN-Randomsplit,base+typology,FP,31,5
GCN-Randomsplit,base+typology,FP,32,2
GCN-Randomsplit,base+typology,FP,33,6
GCN-Randomsplit,base+typology,FP,34,12
GCN-Randomsplit,base+typology,FP,35,11
GCN-Randomsplit,base+typology,FP,36,46
GCN-Randomsplit,base+typology,FP,37,14
GCN-Randomsplit,base+typology,FP,38,23
GCN-Randomsplit,base+typology,FP,39,20
GCN-Randomsplit,base+typology,FP,40,39
GCN-Randomsplit,base+typology,FP,41,822
GCN-Randomsplit,base+typology,FP,42,31
GCN-Randomsplit,base+typology,FP,43,22
GCN-Randomsplit,base+typology,FP,44,6
GCN-Randomsplit,base+typology,FP,45,9
GCN-Randomsplit,base+typology,FP,46,51
GCN-Randomsplit,base+typology,FP,47,15
GCN-Randomsplit,base+typology,FP,48,377
GCN-Randomsplit,base+typology,FP,49,1
GCN-Randomsplit,no_features,FN,1,48
GCN-Randomsplit,no_features,FN,3,2
GCN-Randomsplit,no_features,FN,4,69
GCN-Randomsplit,no_features,FN,5,3
GCN-Randomsplit,no_features,FN,6,72
GCN-Randomsplit,no_features,FN,8,11
GCN-Randomsplit,no_features,FN,9,5
GCN-Randomsplit,no_features,FN,10,8
GCN-Randomsplit,no_features,FN,11,25
GCN-Randomsplit,no_features,FN,13,3
GCN-Randomsplit,no_features,FN,14,35
GCN-Randomsplit,no_features,FN,16,1
GCN-Randomsplit,no_features,FN,17,1
GCN-Randomsplit,no_features,FN,19,3
GCN-Randomsplit,no_features,FN,20,2
GCN-Randomsplit,no_features,FN,21,4
GCN-Randomsplit,no_features,FN,25,2
GCN-Randomsplit,no_features,FN,26,1
GCN-Randomsplit,no_features,FN,29,5
GCN-Randomsplit,no_features,FN,31,4
GCN-Randomsplit,no_features,FN,32,2
GCN-Randomsplit,no_features,FN,33,1
GCN-Randomsplit,no_features,FN,34,3
GCN-Randomsplit,no_features,FN,35,5
GCN-Randomsplit,no_features,FN,36,14
GCN-Randomsplit,no_features,FN,37,2
GCN-Randomsplit,no_features,FN,38,9
GCN-Randomsplit,no_features,FN,39,6
GCN-Randomsplit,no_features,FN,40,11
GCN-Randomsplit,no_features,FN,41,254
GCN-Randomsplit,no_features,FN,42,12
GCN-Randomsplit,no_features,FN,43,2
GCN-Randomsplit,no_features,FN,44,2
GCN-Randomsplit,no_features,FN,45,2
GCN-Randomsplit,no_features,FN,46,16
GCN-Randomsplit,no_features,FN,47,3
GCN-Randomsplit,no_features,FN,48,113
GCN-Randomsplit,no_features,FP,1,161
GCN-Randomsplit,no_features,FP,2,6
GCN-Randomsplit,no_features,FP,3,8
GCN-Randomsplit,no_features,FP,4,207
GCN-Randomsplit,no_features,FP,5,13
GCN-Randomsplit,no_features,FP,6,195
GCN-Randomsplit,no_features,FP,7,7
GCN-Randomsplit,no_features,FP,8,34
GCN-Randomsplit,no_features,FP,9,16
GCN-Randomsplit,no_features,FP,10,29
GCN-Randomsplit,no_features,FP,11,73
GCN-Randomsplit,no_features,FP,12,2
GCN-Randomsplit,no_features,FP,13,9
GCN-Randomsplit,no_features,FP,14,112
GCN-Randomsplit,no_features,FP,15,1
GCN-Randomsplit,no_features,FP,16,2
GCN-Randomsplit,no_features,FP,17,2
GCN-Randomsplit,no_features,FP,18,2
GCN-Randomsplit,no_features,FP,19,1
GCN-Randomsplit,no_features,FP,20,17
GCN-Randomsplit,no_features,FP,21,5
GCN-Randomsplit,no_features,FP,22,4
GCN-Randomsplit,no_features,FP,23,3
GCN-Randomsplit,no_features,FP,24,9
GCN-Randomsplit,no_features,FP,25,3
GCN-Randomsplit,no_features,FP,26,7
GCN-Randomsplit,no_features,FP,27,4
GCN-Randomsplit,no_features,FP,28,2
GCN-Randomsplit,no_features,FP,29,20
GCN-Randomsplit,no_features,FP,30,1
GCN-Randomsplit,no_features,FP,31,5
GCN-Randomsplit,no_features,FP,32,2
GCN-Randomsplit,no_features,FP,33,8
GCN-Randomsplit,no_features,FP,34,11
GCN-Randomsplit,no_features,FP,35,13
GCN-Randomsplit,no_features,FP,36,47
GCN-Randomsplit,no_features,FP,37,13
GCN-Randomsplit,no_features,FP,38,31
GCN-Randomsplit,no_features,FP,39,23
GCN-Randomsplit,no_features,FP,40,51
GCN-Randomsplit,no_features,FP,41,915
GCN-Randomsplit,no_features,FP,42,39
GCN-Randomsplit,no_features,FP,43,22
GCN-Randomsplit,no_features,FP,44,7
GCN-Randomsplit,no_features,FP,45,10
GCN-Randomsplit,no_features,FP,46,57
GCN-Randomsplit,no_features,FP,47,18
GCN-Randomsplit,no_features,FP,48,435
GCN-Randomsplit,no_features,FP,49,1
GCN-Temporal,all,FN,1,35
GCN-Temporal,all,FN,3,9
GCN-Temporal,all,FN,4,62
GCN-Temporal,all,FN,5,2
GCN-Temporal,all,FN,6,70
GCN-Temporal,all,FN,8,4
GCN-Temporal,all,FN,10,12
GCN-Temporal,all,FN,11,15
GCN-Temporal,all,FN,12,1
GCN-Temporal,all,FN,14,60
GCN-Temporal,all,FN,20,5
GCN-Temporal,all,FN,21,1
GCN-Temporal,all,FN,22,3
GCN-Temporal,all,FN,23,1
GCN-Temporal,all,FN,24,3
GCN-Temporal,all,FN,25,1
GCN-Temporal,all,FN,31,1
GCN-Temporal,all,FN,32,5
GCN-Temporal,all,FN,33,1
GCN-Temporal,all,FN,35,13
GCN-Temporal,all,FN,36,23
GCN-Temporal,all,FN,37,4
GCN-Temporal,all,FN,38,7
GCN-Temporal,all,FN,39,11
GCN-Temporal,all,FN,40,14
GCN-Temporal,all,FN,41,204
GCN-Temporal,all,FN,42,10
GCN-Temporal,all,FN,43,3
GCN-Temporal,all,FN,44,12
GCN-Temporal,all,FN,45,1
GCN-Temporal,all,FN,46,23
GCN-Temporal,all,FN,47,1
GCN-Temporal,all,FN,48,137
GCN-Temporal,all,FP,1,109
GCN-Temporal,all,FP,2,5
GCN-Temporal,all,FP,4,98
GCN-Temporal,all,FP,5,8
GCN-Temporal,all,FP,6,325
GCN-Temporal,all,FP,7,2
GCN-Temporal,all,FP,8,20
GCN-Temporal,all,FP,9,15
GCN-Temporal,all,FP,10,32
GCN-Temporal,all,FP,11,81
GCN-Temporal,all,FP,13,10
GCN-Temporal,all,FP,14,350
GCN-Temporal,all,FP,15,5
GCN-Temporal,all,FP,17,10
GCN-Temporal,all,FP,21,4
GCN-Temporal,all,FP,24,5
GCN-Temporal,all,FP,29,5
GCN-Temporal,all,FP,32,5
GCN-Temporal,all,FP,33,5
GCN-Temporal,all,FP,34,5
GCN-Temporal,all,FP,36,28
GCN-Temporal,all,FP,37,5
GCN-Temporal,all,FP,38,5
GCN-Temporal,all,FP,39,5
GCN-Temporal,all,FP,40,33
GCN-Temporal,all,FP,41,1081
GCN-Temporal,all,FP,42,21
GCN-Temporal,all,FP,43,12
GCN-Temporal,all,FP,45,5
GCN-Temporal,all,FP,46,30
GCN-Temporal,all,FP,47,12
GCN-Temporal,all,FP,48,679
GCN-Temporal,base+basic_temporal,FN,1,36
GCN-Temporal,base+basic_temporal,FN,3,7
GCN-Temporal,base+basic_temporal,FN,4,72
GCN-Temporal,base+basic_temporal,FN,5,1
GCN-Temporal,base+basic_temporal,FN,6,69
GCN-Temporal,base+basic_temporal,FN,8,5
GCN-Temporal,base+basic_temporal,FN,10,9
GCN-Temporal,base+basic_temporal,FN,11,10
GCN-Temporal,base+basic_temporal,FN,13,2
GCN-Temporal,base+basic_temporal,FN,14,67
GCN-Temporal,base+basic_temporal,FN,19,2
GCN-Temporal,base+basic_temporal,FN,20,5
GCN-Temporal,base+basic_temporal,FN,21,2
GCN-Temporal,base+basic_temporal,FN,22,4
GCN-Temporal,base+basic_temporal,FN,24,4
GCN-Temporal,base+basic_temporal,FN,25,1
GCN-Temporal,base+basic_temporal,FN,32,4
GCN-Temporal,base+basic_temporal,FN,35,14
GCN-Temporal,base+basic_temporal,FN,36,17
GCN-Temporal,base+basic_temporal,FN,37,5
GCN-Temporal,base+basic_temporal,FN,38,5
GCN-Temporal,base+basic_temporal,FN,39,11
